Student Name,"Student 
Number",First Name,Last Name,Email,Grade,GPA,Test Date,"SAT
Total","SAT
EBRW","SAT
Math","PSAT 
Total","PSAT
EBRW","PSAT
Math",MAX Total,MAX EBRW,MAX Math,Honors Algebra II,Pre-calculus,AP Calculus AB,Algebra II,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Calculus BC,10532,Biology,NOT USED,NOT USED,NOT USED,Chemistry,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Biology,10434,Honors Algebra II,Pre-calculus,Algebra II,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Calculus AB,10531,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,,,Chemistry,NOT USED,NOT USED,NOT USED,Algebra II,Honors Algebra II,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Chemistry,10431,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Computer Science Principles,10944,AP Comp Sci P,Programming I,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Computer Science A,10438,English 10,Hon. English 10,English 11,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP English Language and Composition,10221,English 11,AP Lang,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Literature and Composition ,10231,Global 9,Global 10,AP US History,AP World,US History,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Economics (Micro and Macro),"10344, 10347",Chemistry,Physics,NOT USED,NOT USED,Honors Algebra II,Algebra II,Pre-calculus,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Physics 1,10432,Physics,AP Physics 1,NOT USED,NOT USED,Pre-calculus,AP Calculus AB,AP Calculus BC,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Physics 2,10333,Physics,AP Physics 1,NOT USED,NOT USED,Pre-calculus,AP Calculus AB,AP Calculus BC,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Physics C (Mechanics and Electricity & Magnetism),"10439, 10440",Global 9,Global 10,AP US History,AP World,US History,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Psychology,10342,Pre-calculus,Algebra II,Honors Algebra II,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Statistics,10621,Global 10,AP World,US History,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP U.S. History,10332,Global 9,Global 10,AP US History,US History,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP World History: Modern,10331,English 9,Hon. English 9,English 10,Hon. English 10,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Seminar,10222,Visual Art I,NOT USED,NOT USED,NOT USED,Visual Art II,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Drawing,10622,Visual Art I,NOT USED,NOT USED,NOT USED,Visual Art II,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP 2-D Design,10620,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Music Theory,10656,AP Seminar,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Research,10516,Spanish III,Spanish IV,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Spanish Language and Culture,10513,Chinese III,Chinese IV,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Chinese Language and Culture,10503,Biology,Chemistry,Physics,AP Physics 1,AP Biology,AP Chemistry,AP Physics 2,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Environmental Science,10435,Global 9,Global 10,AP US History,US History,AP World,NOT USED,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP Human Geography,10335,Visual Art I,NOT USED,NOT USED,NOT USED,Visual Art II,3D Art,NOT USED,NOT USED,ALL Req- Max,Pre Req 1- Max,Pre Req 2- Max,Pre Req Grade Check,AP Potential Score: Total,Grade Level Check,AP 3-D Design,10623,Mail Merge Accepted Courses,Course ID for PS Entry,Eligible for Extra AP 3.75+
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,10/01/2022,1113,785,328,1292,708,584,"1,292.00",785.00,584.00,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,903.95185,,,,,,,,3.9518,3.9518,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,903.62584,,,,,,,,3.6258,3.6258,0,TRUE,TRUE,TRUE,AP Seminar,10222,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Music Theory,10656,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.95185,,,,,,,,3.9518,3.9518,0,TRUE,TRUE,TRUE,AP Environmental Science,10435,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Seminar
AP Music Theory
AP Environmental Science","10944
10222
10656
10435",ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,10/07/2023,1034,381,653,1030,431,599,"1,034.00",431.00,653.00,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,903.95185,,,,,,,,3.9518,3.9518,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,903.62584,,,,,,,,3.6258,3.6258,0,TRUE,TRUE,TRUE,AP Seminar,10222,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,FALSE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.95185,,,,,,,,3.9518,3.9518,0,TRUE,FALSE,TRUE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Seminar","10944
10222",ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,08/26/2023,1147,474,673,1097,562,535,"1,147.00",562.00,673.00,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,903.95185,,,,,,,,3.9518,3.9518,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,903.62584,,,,,,,,3.6258,3.6258,0,TRUE,TRUE,TRUE,AP Seminar,10222,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Music Theory,10656,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.95185,,,,,,,,3.9518,3.9518,0,TRUE,TRUE,TRUE,AP Environmental Science,10435,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Seminar
AP Music Theory
AP Environmental Science","10944
10222
10656
10435",ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,03/11/2023,1422,669,753,592,412,180,"1,422.00",669.00,753.00,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,903.95185,,,,,,,,3.9518,3.9518,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,903.62584,,,,,,,,3.6258,3.6258,0,TRUE,TRUE,TRUE,AP Seminar,10222,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Music Theory,10656,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.95185,,,,,,,,3.9518,3.9518,0,TRUE,TRUE,TRUE,AP Environmental Science,10435,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Seminar
AP Music Theory
AP Environmental Science","10944
10222
10656
10435",ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,12/02/2023,1026,227,799,1039,667,372,"1,039.00",667.00,799.00,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,903.95185,,,,,,,,3.9518,3.9518,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,903.62584,,,,,,,,3.6258,3.6258,0,TRUE,TRUE,TRUE,AP Seminar,10222,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,FALSE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.95185,,,,,,,,3.9518,3.9518,0,TRUE,FALSE,TRUE,,,901.44283,,,,,,,,1.4428,1.4428,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Seminar","10944
10222",ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,12/02/2023,1032,650,382,886,717,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,10/07/2023,1205,495,710,905,211,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,12/02/2023,1223,502,721,525,193,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIGIBLE
Mei Lin,123456,Mei,Lin,9a27@kis.ac,9,3.9584,12/03/2022,764,363,401,680,518,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELIGIBLE
Hiroshi Tanaka,2345673,Hiroshi,Tanaka,9b27@kis.ac,9,3,12/03/2022,1220,689,531,840,162,678,"1,220.00",689.00,678.00,,,,,,,,,0,0,0,FALSE,FALSE,FALSE,,,903.21968,,,,,,,,3.2196,3.2196,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Computer Science Principles,10944,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,902.79674,,,,,,,,2.7967,2.7967,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,902.79674,,,,,,,,2.7967,2.7967,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,902.79674,,,,,,,,2.7967,2.7967,0,FALSE,TRUE,TRUE,,,902.99737,,,,,,,,2.9973,2.9973,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,AP Music Theory,10656,,,,,,,,,0,0,0,FALSE,TRUE,FALSE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,903.21968,,,,,,,,3.2196,3.2196,0,FALSE,TRUE,TRUE,,,902.79674,,,,,,,,2.7967,2.7967,0,FALSE,TRUE,TRUE,,,,,,,,,,,0,0,0,FALSE,TRUE,TRUE,,,"AP Computer Science Principles
AP Music Theory","10944
10656",INELIGIBLE
